discrete_classification,discrete_classification-proba,bare-coverfraction,urban-coverfraction,crops-coverfraction,grass-coverfraction,moss-coverfraction,water-permanent-coverfraction,water-seasonal-coverfraction,shrub-coverfraction,snow-coverfraction,tree-coverfraction,forest_type,data-density-indicator,system:index,name
112,99,0,0,0,13,0,0,0,0,0,87,2,77,469,node469
40,99,0,0,99,0,0,0,15,1,0,0,,75,470,node470
40,86,0,0,94,0,0,0,0,0,0,6,0,81,471,node471
200,,,,,,,,,,,,,,472,node472
40,69,0,0,73,12,0,0,0,5,0,10,0,72,473,node473
40,84,0,0,88,0,0,0,54,2,0,10,0,78,474,node474
40,30,0,0,18,29,0,0,0,13,0,40,0,79,475,node475
40,97,0,0,85,0,0,0,46,5,0,10,0,82,476,node476
126,33,4,0,12,24,0,0,0,18,0,42,0,74,477,node477
50,,0,80,5,6,0,0,0,4,0,5,0,75,478,node478
112,100,0,0,0,4,0,0,0,0,0,96,2,80,479,node479
50,,0,77,23,0,0,0,0,0,0,0,,71,480,node480
112,75,0,0,0,0,0,0,0,0,0,100,2,69,481,node481
50,,0,100,0,0,0,0,0,0,0,0,,78,482,node482
40,34,4,0,30,16,0,0,0,21,0,29,0,79,483,node483
40,97,0,0,100,0,0,0,0,0,0,0,,78,484,node484
112,98,0,0,0,0,0,0,0,0,0,100,2,61,485,node485
40,96,0,0,95,0,0,0,0,0,0,5,0,81,486,node486
40,98,0,7,91,0,0,0,65,0,0,2,0,86,487,node487
200,,,,,,,,,,,,,,488,node488
112,98,0,0,0,18,0,0,0,0,0,82,2,71,489,node489
126,36,0,0,36,14,0,0,0,13,0,37,0,69,490,node490
40,97,0,0,100,0,0,0,51,0,0,0,,81,491,node491
122,46,0,0,0,24,0,0,0,11,0,65,2,74,492,node492
122,40,3,0,0,27,0,0,0,9,0,61,2,75,493,node493
112,45,0,0,1,29,0,0,0,11,0,59,2,71,494,node494
200,,,,,,,,,,,,,,495,node495
40,98,1,0,95,0,0,0,69,0,0,4,0,82,496,node496
200,,,,,,,,,,,,,,497,node497
40,30,2,0,25,27,0,0,0,18,0,28,0,77,498,node498
200,,,,,,,,,,,,,,499,node499
200,,,,,,,,,,,,,,500,node500
200,,,,,,,,,,,,,,501,node501
112,96,0,0,0,0,0,0,0,0,0,100,2,71,502,node502
40,96,0,0,100,0,0,0,45,0,0,0,,88,503,node503
50,,0,100,0,0,0,0,0,0,0,0,,75,504,node504
112,100,0,0,0,4,0,0,0,0,0,96,2,62,505,node505
50,,0,62,38,0,0,0,2,0,0,0,,77,506,node506
112,78,0,0,0,21,0,0,0,0,0,79,2,86,507,node507
40,37,0,0,37,20,0,0,0,8,0,35,0,75,508,node508
200,,,,,,,,,,,,,,509,node509
112,87,0,0,0,28,0,0,0,0,0,72,2,79,510,node510
40,97,0,0,100,0,0,0,0,0,0,0,,78,511,node511
40,93,0,0,94,0,0,0,0,6,0,0,,86,512,node512
80,,17,4,0,14,0,60,24,5,0,0,,82,513,node513
200,,,,,,,,,,,,,,514,node514
40,84,0,0,91,0,0,0,0,9,0,0,,83,515,node515
112,99,0,0,0,5,0,0,0,0,0,95,2,82,516,node516
50,,0,100,0,0,0,0,0,0,0,0,,86,517,node517
126,32,0,0,10,21,0,0,0,16,0,53,0,77,518,node518
112,42,5,0,9,22,0,0,0,12,0,52,2,78,519,node519
40,38,3,0,35,20,0,0,0,11,0,31,0,75,520,node520
112,96,0,0,0,16,0,0,0,6,0,78,2,79,521,node521
112,62,0,0,0,12,0,0,0,9,0,79,2,71,522,node522
126,37,0,0,15,21,0,0,0,16,0,48,0,78,523,node523
50,,0,100,0,0,0,0,0,0,0,0,,71,524,node524
112,78,0,0,0,0,0,0,0,0,0,100,2,75,525,node525
112,96,0,0,0,10,0,0,0,9,0,81,2,76,526,node526
126,37,0,0,22,19,0,0,0,10,0,49,0,74,527,node527
112,97,0,0,0,12,0,0,0,0,0,88,2,70,528,node528
112,66,0,0,0,15,0,0,0,8,0,77,2,70,529,node529
112,99,0,0,0,7,0,0,0,0,0,93,2,60,530,node530
112,46,4,0,2,26,0,0,0,13,0,55,2,69,531,node531
112,63,0,0,0,20,0,0,0,6,0,74,2,68,532,node532
112,95,0,0,0,13,0,0,0,13,0,74,2,73,533,node533
122,48,0,59,5,8,0,0,0,2,0,26,2,70,534,node534
112,94,0,0,0,14,0,0,0,17,0,69,2,69,535,node535
40,99,0,0,99,0,0,0,0,0,0,1,0,75,536,node536
116,43,6,0,20,17,0,0,0,10,0,47,0,71,537,node537
200,,,,,,,,,,,,,,538,node538
112,67,0,0,0,17,0,0,0,14,0,69,2,62,539,node539
112,98,0,0,0,7,0,0,0,1,0,92,2,76,540,node540
112,87,0,0,0,20,0,0,0,0,0,80,2,81,541,node541
112,80,3,0,0,24,0,0,0,0,0,73,2,72,542,node542
40,89,0,2,98,0,0,0,54,0,0,0,,81,543,node543
112,46,0,10,0,18,0,0,0,12,0,60,2,72,544,node544
40,54,0,6,52,12,0,0,0,6,0,24,0,76,545,node545
126,34,5,0,23,26,0,0,0,8,0,38,0,76,546,node546
40,91,0,0,87,0,0,0,34,0,0,13,0,83,547,node547
112,97,0,0,0,11,0,0,0,7,0,82,2,77,548,node548
50,,0,79,21,0,0,0,0,0,0,0,,73,549,node549
126,34,0,0,16,29,0,0,0,21,0,34,0,75,550,node550
40,100,0,33,67,0,0,0,0,0,0,0,,77,551,node551
50,,0,100,0,0,0,0,0,0,0,0,,76,552,node552
40,31,6,0,28,23,0,0,0,14,0,29,0,79,553,node553
112,44,0,0,0,19,0,0,0,15,0,66,2,74,554,node554
200,,,,,,,,,,,,,,555,node555
40,94,0,0,96,0,0,0,91,0,0,4,0,80,556,node556
112,100,0,0,0,5,0,0,0,0,0,95,2,75,557,node557
200,,,,,,,,,,,,,,558,node558
40,92,0,0,79,0,0,0,11,10,0,11,0,83,559,node559
40,99,0,4,96,0,0,0,18,0,0,0,,76,560,node560
50,,0,98,2,0,0,0,0,0,0,0,,75,561,node561
40,89,0,0,92,0,0,0,0,3,0,5,0,76,562,node562
40,99,0,36,64,0,0,0,0,0,0,0,,77,563,node563
40,96,0,31,69,0,0,0,0,0,0,0,,77,564,node564
40,96,0,0,88,5,0,0,0,3,0,4,0,74,565,node565
40,91,0,0,93,0,0,0,0,3,0,4,0,76,566,node566
50,,0,77,23,0,0,0,0,0,0,0,,81,567,node567
50,,0,100,0,0,0,0,0,0,0,0,,79,568,node568
40,96,0,10,86,0,0,0,0,1,0,3,0,76,569,node569
40,64,0,37,51,4,0,0,0,2,0,6,0,77,570,node570
40,100,0,0,99,0,0,0,69,1,0,0,,77,571,node571
40,36,2,0,40,19,0,0,0,10,0,29,0,75,572,node572
40,99,0,17,83,0,0,0,0,0,0,0,,77,573,node573
40,97,0,0,96,0,0,0,0,0,0,4,0,77,574,node574
40,100,0,4,96,0,0,0,0,0,0,0,,79,575,node575
40,55,0,34,52,6,0,0,0,2,0,6,0,76,576,node576
40,99,0,0,90,0,0,0,0,3,0,7,0,76,577,node577
50,,0,100,0,0,0,0,0,0,0,0,,76,578,node578
40,100,0,0,100,0,0,0,0,0,0,0,,76,579,node579
50,,0,100,0,0,0,0,0,0,0,0,,76,580,node580
40,100,0,0,98,0,0,0,0,0,0,2,0,76,581,node581
40,76,0,0,84,7,0,0,0,3,0,6,0,76,582,node582
40,93,0,0,87,0,0,0,0,4,0,9,0,79,583,node583
40,97,0,2,91,0,0,0,10,2,0,5,0,82,584,node584
200,,,,,,,,,,,,,,585,node585
40,92,0,6,94,0,0,0,0,0,0,0,,77,586,node586
122,46,0,16,0,17,0,0,0,17,0,50,2,77,587,node587
112,99,0,0,0,3,0,0,0,5,0,92,2,81,588,node588
50,,0,100,0,0,0,0,0,0,0,0,,75,589,node589
40,96,0,0,93,0,0,0,2,4,0,3,0,81,590,node590
40,91,0,0,90,0,0,0,0,10,0,0,,81,591,node591
40,99,0,0,100,0,0,0,40,0,0,0,,81,592,node592
50,,0,82,18,0,0,0,0,0,0,0,,81,593,node593
40,96,5,0,88,0,0,0,32,0,0,7,0,83,594,node594
40,98,0,0,93,0,0,0,0,7,0,0,,78,595,node595
50,,0,63,17,6,0,0,9,1,0,13,0,81,596,node596
40,98,0,0,100,0,0,0,6,0,0,0,,81,597,node597
40,92,0,0,95,0,0,0,0,0,0,5,0,82,598,node598
200,,,,,,,,,,,,,,599,node599
40,86,0,0,88,0,0,0,30,6,0,6,0,81,600,node600
50,,0,79,10,0,0,0,0,0,0,11,0,78,601,node601
40,98,0,0,93,0,0,0,0,0,0,7,0,82,602,node602
200,,,,,,,,,,,,,,603,node603
40,98,1,0,96,0,0,0,25,0,0,3,0,81,604,node604
50,,0,95,0,4,0,0,0,0,0,1,0,75,605,node605
40,100,0,18,81,0,0,0,0,1,0,0,,79,606,node606
40,99,0,48,52,0,0,0,0,0,0,0,,81,607,node607
200,,,,,,,,,,,,,,608,node608
40,97,0,0,100,0,0,0,0,0,0,0,,81,609,node609
200,,,,,,,,,,,,,,610,node610
40,92,0,0,100,0,0,0,32,0,0,0,,81,611,node611
40,94,0,0,95,0,0,0,63,5,0,0,,83,612,node612
200,,,,,,,,,,,,,,613,node613
40,94,0,0,100,0,0,0,0,0,0,0,,81,614,node614
200,,,,,,,,,,,,,,615,node615
40,100,0,0,98,0,0,0,0,0,0,2,0,78,616,node616
200,,,,,,,,,,,,,,617,node617
200,,,,,,,,,,,,,,618,node618
200,,,,,,,,,,,,,,619,node619
112,66,0,0,0,18,0,0,0,19,0,63,2,80,620,node620
40,93,0,0,95,0,0,0,9,1,0,4,0,81,621,node621
40,98,0,0,100,0,0,0,39,0,0,0,,82,622,node622
40,99,0,31,69,0,0,0,0,0,0,0,,78,623,node623
40,100,0,10,90,0,0,0,0,0,0,0,,79,624,node624
40,96,0,0,100,0,0,0,18,0,0,0,,82,625,node625
40,97,0,0,89,0,0,0,33,11,0,0,,77,626,node626
40,97,0,11,88,0,0,0,12,0,0,1,0,81,627,node627
40,97,4,0,91,0,0,0,2,0,0,5,0,82,628,node628
50,,0,79,21,0,0,0,0,0,0,0,,80,629,node629
200,,,,,,,,,,,,,,630,node630
200,,,,,,,,,,,,,,631,node631
40,97,0,0,96,0,0,0,45,4,0,0,,80,632,node632
50,,1,94,1,2,0,0,0,0,0,2,0,76,633,node633
200,,,,,,,,,,,,,,634,node634
200,,,,,,,,,,,,,,635,node635
40,84,0,49,45,6,0,0,0,0,0,0,,81,636,node636
40,96,0,0,98,0,0,0,46,0,0,2,0,82,637,node637
200,,,,,,,,,,,,,,638,node638
40,89,0,28,68,1,0,0,0,3,0,0,,78,639,node639
50,,0,88,3,4,0,0,0,0,0,5,0,80,640,node640
50,,0,100,0,0,0,0,0,0,0,0,,71,641,node641
40,43,0,0,35,13,0,0,0,11,0,41,0,78,642,node642
40,99,0,0,97,0,0,0,0,0,0,3,0,80,643,node643
40,82,0,0,91,0,0,0,10,0,0,9,0,81,644,node644
126,32,4,8,22,13,0,0,0,10,0,43,0,80,645,node645
200,,,,,,,,,,,,,,646,node646
40,94,0,0,93,0,0,0,0,5,0,2,0,77,647,node647
112,95,0,0,0,15,0,0,0,8,0,77,2,78,648,node648
122,61,0,4,0,23,0,0,0,11,0,62,2,81,649,node649
50,,0,97,3,0,0,0,0,0,0,0,,82,650,node650
200,,,,,,,,,,,,,,651,node651
200,,,,,,,,,,,,,,652,node652
40,98,0,0,100,0,0,0,0,0,0,0,,81,653,node653
40,92,0,0,100,0,0,0,0,0,0,0,,80,654,node654
40,94,0,0,100,0,0,0,0,0,0,0,,82,655,node655
112,98,0,0,0,11,0,0,0,0,0,89,2,79,656,node656
40,75,0,0,85,0,0,0,0,14,0,1,0,83,657,node657
40,98,0,0,93,0,0,0,9,7,0,0,,82,658,node658
40,32,8,0,31,22,0,0,0,12,0,27,0,79,659,node659
40,96,0,0,100,0,0,0,0,0,0,0,,81,660,node660
40,95,0,0,98,0,0,0,0,0,0,2,0,86,661,node661
122,47,0,0,0,18,0,0,0,16,0,66,2,81,662,node662
200,,,,,,,,,,,,,,663,node663
40,97,0,0,100,0,0,0,18,0,0,0,,81,664,node664
200,,,,,,,,,,,,,,665,node665
40,98,0,0,100,0,0,0,0,0,0,0,,76,666,node666
200,,,,,,,,,,,,,,667,node667
40,97,0,6,93,0,0,0,0,0,0,1,0,83,668,node668
40,98,0,0,100,0,0,0,18,0,0,0,,81,669,node669
40,96,0,0,100,0,0,0,0,0,0,0,,81,670,node670
50,,0,80,20,0,0,0,0,0,0,0,,80,671,node671
40,96,0,0,98,0,0,0,18,0,0,2,0,87,672,node672
50,,0,100,0,0,0,0,0,0,0,0,,80,673,node673
40,100,0,43,57,0,0,0,0,0,0,0,,81,674,node674
200,,,,,,,,,,,,,,675,node675
40,100,0,0,98,0,0,0,0,0,0,2,0,79,676,node676
200,,,,,,,,,,,,,,677,node677
50,,0,73,27,0,0,0,0,0,0,0,,80,678,node678
200,,,,,,,,,,,,,,679,node679
200,,,,,,,,,,,,,,680,node680
40,98,0,28,72,0,0,0,0,0,0,0,,81,681,node681
112,99,0,0,0,0,0,0,0,3,0,97,2,80,682,node682
200,,,,,,,,,,,,,,683,node683
200,,,,,,,,,,,,,,684,node684
40,93,0,0,88,0,0,0,87,7,0,5,0,87,685,node685
40,98,0,0,100,0,0,0,0,0,0,0,,81,686,node686
50,,0,63,35,1,0,0,3,0,0,1,0,82,687,node687
200,,,,,,,,,,,,,,688,node688
122,39,4,0,14,18,0,0,0,11,0,53,2,80,689,node689
40,85,0,0,88,0,0,0,0,6,0,6,0,77,690,node690
40,97,0,16,80,0,0,0,72,2,0,2,0,86,691,node691
200,,,,,,,,,,,,,,692,node692
200,,,,,,,,,,,,,,693,node693
112,94,0,0,0,14,0,0,0,10,0,76,2,80,694,node694
112,97,0,0,0,9,0,0,0,9,0,82,2,81,695,node695
40,94,0,0,96,0,0,0,0,4,0,0,,82,696,node696
200,,,,,,,,,,,,,,697,node697
112,97,0,0,0,8,0,0,0,1,0,91,2,81,698,node698
200,,,,,,,,,,,,,,699,node699
50,,0,68,15,11,0,0,33,4,0,2,0,81,700,node700
50,,0,83,17,0,0,0,0,0,0,0,,81,701,node701
122,51,0,54,4,10,0,0,0,2,0,30,2,81,702,node702
40,99,0,0,98,0,0,0,0,0,0,2,0,82,703,node703
40,91,0,0,89,0,0,0,0,11,0,0,,80,704,node704
200,,,,,,,,,,,,,,705,node705
40,96,0,0,89,0,0,0,36,0,0,11,0,81,706,node706
40,79,2,5,75,6,0,0,0,7,0,5,0,78,707,node707
40,96,0,0,100,0,0,0,0,0,0,0,,82,708,node708
50,,0,60,40,0,0,0,0,0,0,0,,80,709,node709
122,47,0,4,0,17,0,0,0,11,0,68,2,81,710,node710
40,94,0,0,90,0,0,0,11,0,0,10,0,83,711,node711
40,95,0,0,100,0,0,0,0,0,0,0,,82,712,node712
40,98,0,0,93,0,0,0,82,7,0,0,,82,713,node713
112,99,0,0,0,6,0,0,0,0,0,94,2,81,714,node714
40,93,0,0,100,0,0,0,0,0,0,0,,81,715,node715
40,100,0,0,100,0,0,0,0,0,0,0,,82,716,node716
40,98,0,0,100,0,0,0,0,0,0,0,,82,717,node717
122,46,0,3,10,20,0,0,7,6,0,61,2,81,718,node718
40,92,0,0,100,0,0,0,90,0,0,0,,82,719,node719
40,93,0,1,99,0,0,0,0,0,0,0,,81,720,node720
40,99,0,0,100,0,0,0,0,0,0,0,,78,721,node721
40,89,0,0,87,0,0,0,57,8,0,5,0,79,722,node722
40,98,0,0,100,0,0,0,0,0,0,0,,77,723,node723
50,,0,65,17,7,0,0,0,7,0,4,0,80,724,node724
40,39,3,6,34,19,0,0,9,12,0,26,0,77,725,node725
200,,,,,,,,,,,,,,726,node726
200,,,,,,,,,,,,,,727,node727
200,,,,,,,,,,,,,,728,node728
40,99,0,0,100,0,0,0,0,0,0,0,,77,729,node729
112,99,0,0,0,3,0,0,0,3,0,94,2,76,730,node730
126,36,0,14,27,19,0,0,0,13,0,27,0,81,731,node731
200,,,,,,,,,,,,,,732,node732
200,,,,,,,,,,,,,,733,node733
200,,,,,,,,,,,,,,734,node734
40,97,0,0,100,0,0,0,8,0,0,0,,81,735,node735
40,100,0,0,100,0,0,0,0,0,0,0,,82,736,node736
200,,,,,,,,,,,,,,737,node737
40,62,17,0,42,17,0,0,0,11,0,13,0,81,738,node738
126,41,0,17,31,16,0,0,0,7,0,29,0,80,739,node739
50,,0,72,28,0,0,0,2,0,0,0,,81,740,node740
40,42,0,0,40,17,0,0,0,7,0,36,0,80,741,node741
200,,,,,,,,,,,,,,742,node742
40,92,0,0,91,3,0,0,17,6,0,0,,81,743,node743
40,58,0,0,69,8,0,0,0,4,0,19,0,80,744,node744
200,,,,,,,,,,,,,,745,node745
112,98,0,0,0,0,0,0,0,0,0,100,2,77,746,node746
40,94,0,0,90,0,0,0,91,7,0,3,0,83,747,node747
40,36,0,2,39,18,0,0,18,17,0,24,0,80,748,node748
112,48,0,0,0,15,0,0,0,12,0,73,2,78,749,node749
40,99,0,6,92,0,0,0,9,2,0,0,,81,750,node750
200,,,,,,,,,,,,,,751,node751
50,,0,92,8,0,0,0,0,0,0,0,,82,752,node752
40,96,0,6,90,0,0,0,33,0,0,4,0,84,753,node753
40,92,0,0,100,0,0,0,0,0,0,0,,81,754,node754
112,86,0,0,0,0,0,0,0,9,0,91,2,80,755,node755
40,99,0,0,96,0,0,0,9,0,0,4,0,87,756,node756
40,99,0,0,100,0,0,0,0,0,0,0,,82,757,node757
200,,,,,,,,,,,,,,758,node758
40,93,0,0,94,6,0,0,0,0,0,0,,78,759,node759
40,95,0,0,100,0,0,0,0,0,0,0,,81,760,node760
50,,0,75,25,0,0,0,9,0,0,0,,82,761,node761
40,99,0,0,100,0,0,0,3,0,0,0,,81,762,node762
50,,0,85,15,0,0,0,0,0,0,0,,82,763,node763
40,86,0,0,99,0,0,0,12,1,0,0,,83,764,node764
40,97,0,0,88,0,0,0,12,3,0,9,0,77,765,node765
50,,0,76,24,0,0,0,0,0,0,0,,83,766,node766
40,94,0,0,94,0,0,0,61,1,0,5,0,88,767,node767
50,,0,84,5,1,0,0,0,0,0,10,0,81,768,node768
80,,0,0,0,19,0,81,15,0,0,0,,83,769,node769
112,99,0,0,0,0,0,0,0,1,0,99,2,80,770,node770
200,,,,,,,,,,,,,,771,node771
50,,1,87,5,4,0,0,0,1,0,2,0,80,772,node772
112,96,0,8,0,10,0,0,0,6,0,76,2,81,773,node773
50,,0,70,30,0,0,0,29,0,0,0,,87,774,node774
200,,,,,,,,,,,,,,775,node775
200,,,,,,,,,,,,,,776,node776
200,,,,,,,,,,,,,,777,node777
40,100,0,0,100,0,0,0,0,0,0,0,,81,778,node778
40,94,0,0,91,0,0,0,16,9,0,0,,83,779,node779
40,96,0,0,100,0,0,0,0,0,0,0,,76,780,node780
50,,0,100,0,0,0,0,0,0,0,0,,78,781,node781
40,86,0,51,49,0,0,0,52,0,0,0,,81,782,node782
122,42,0,45,12,9,0,0,0,2,0,32,2,78,783,node783
50,,0,100,0,0,0,0,0,0,0,0,,77,784,node784
200,,,,,,,,,,,,,,785,node785
40,95,0,0,98,0,0,0,0,0,0,2,0,81,786,node786
40,93,0,0,90,0,0,0,42,6,0,4,0,81,787,node787
40,97,0,0,96,0,0,0,0,0,0,4,0,82,788,node788
40,94,0,0,86,0,0,0,60,10,0,4,0,79,789,node789
40,98,0,0,100,0,0,0,0,0,0,0,,81,790,node790
40,99,0,0,98,0,0,0,7,0,0,2,0,81,791,node791
112,97,0,0,0,12,0,0,0,8,0,80,2,81,792,node792
50,,0,100,0,0,0,0,0,0,0,0,,80,793,node793
40,96,0,0,96,0,0,0,0,3,0,1,0,78,794,node794
112,99,0,0,0,5,0,0,0,0,0,95,2,81,795,node795
50,,0,100,0,0,0,0,3,0,0,0,,81,796,node796
40,98,0,0,100,0,0,0,31,0,0,0,,77,797,node797
40,98,0,0,100,0,0,0,3,0,0,0,,77,798,node798
40,98,0,25,75,0,0,0,0,0,0,0,,82,799,node799
40,98,0,28,72,0,0,0,0,0,0,0,,78,800,node800
40,95,0,0,100,0,0,0,0,0,0,0,,82,801,node801
200,,,,,,,,,,,,,,802,node802
40,99,0,9,91,0,0,0,0,0,0,0,,81,803,node803
40,32,8,0,31,22,0,0,0,12,0,27,0,79,804,node804
112,90,0,0,9,16,0,0,0,8,0,67,2,81,805,node805
90,27,21,3,4,46,0,2,98,24,0,0,,87,806,node806
122,57,0,0,6,24,0,0,0,16,0,54,2,81,807,node807
50,,0,100,0,0,0,0,0,0,0,0,,76,808,node808
40,97,0,0,92,0,0,0,9,5,0,3,0,82,809,node809
112,65,4,11,0,11,0,0,0,14,0,60,2,75,810,node810
112,91,0,0,0,21,0,0,0,10,0,69,2,80,811,node811
40,90,0,0,94,0,0,0,0,0,0,6,0,76,812,node812
40,36,2,0,33,19,0,0,0,10,0,36,0,81,813,node813
40,88,0,10,79,3,0,0,6,4,0,4,0,81,814,node814
40,88,0,0,89,0,0,0,100,9,0,2,0,81,815,node815
40,92,0,0,100,0,0,0,0,0,0,0,,78,816,node816
116,55,2,0,11,19,0,0,0,10,0,58,0,77,817,node817
200,,,,,,,,,,,,,,818,node818
40,96,0,0,97,0,0,0,9,0,0,3,0,82,819,node819
200,,,,,,,,,,,,,,820,node820
50,,0,100,0,0,0,0,0,0,0,0,,80,821,node821
40,97,0,0,100,0,0,0,45,0,0,0,,82,822,node822
112,99,0,0,0,4,0,0,0,6,0,90,2,80,823,node823
40,94,0,0,100,0,0,0,21,0,0,0,,87,824,node824
112,91,0,0,0,17,0,0,0,11,0,72,2,80,825,node825
50,,0,100,0,0,0,0,0,0,0,0,,80,826,node826
112,94,0,0,0,16,0,0,0,13,0,71,2,77,827,node827
50,,0,70,30,0,0,0,0,0,0,0,,81,828,node828
40,98,0,0,100,0,0,0,0,0,0,0,,81,829,node829
200,,,,,,,,,,,,,,830,node830
40,99,0,7,93,0,0,0,0,0,0,0,,78,831,node831
40,95,0,0,95,0,0,0,30,1,0,4,0,83,832,node832
40,90,0,0,93,0,0,0,100,0,0,7,0,83,833,node833
40,93,0,0,90,0,0,0,77,0,0,10,0,82,834,node834
40,97,0,0,93,0,0,0,49,0,0,7,0,81,835,node835
40,95,0,0,95,0,0,0,61,5,0,0,,87,836,node836
200,,,,,,,,,,,,,,837,node837
40,89,0,0,92,0,0,0,6,5,0,3,0,83,838,node838
40,97,0,0,100,0,0,0,18,0,0,0,,80,839,node839
200,,,,,,,,,,,,,,840,node840
40,99,0,8,92,0,0,0,0,0,0,0,,82,841,node841
112,47,0,48,0,9,0,0,0,0,0,43,2,80,842,node842
112,98,0,0,0,6,0,0,0,1,0,93,2,77,843,node843
200,,,,,,,,,,,,,,844,node844
122,40,2,2,23,25,0,0,0,10,0,38,2,81,845,node845
122,42,0,0,10,30,0,0,0,8,0,52,2,81,846,node846
40,38,0,5,36,21,0,0,15,20,0,18,0,90,847,node847
40,98,0,0,100,0,0,0,17,0,0,0,,77,848,node848
40,97,0,42,58,0,0,0,14,0,0,0,,81,849,node849
112,100,0,0,0,2,0,0,0,2,0,96,2,80,850,node850
200,,,,,,,,,,,,,,851,node851
40,90,0,0,97,0,0,0,78,0,0,3,0,82,852,node852
40,95,0,0,88,0,0,0,69,12,0,0,,82,853,node853
112,99,0,0,0,6,0,0,0,4,0,90,2,76,854,node854
126,41,0,48,6,10,0,0,0,6,0,30,0,75,855,node855
40,98,0,0,100,0,0,0,0,0,0,0,,81,856,node856
112,54,1,0,3,19,0,0,0,11,0,66,2,81,857,node857
200,,,,,,,,,,,,,,858,node858
40,69,0,3,80,0,0,0,3,4,0,13,0,81,859,node859
122,41,0,55,1,7,0,0,0,0,0,37,2,82,860,node860
200,,,,,,,,,,,,,,861,node861
200,,,,,,,,,,,,,,862,node862
40,87,0,0,100,0,0,0,0,0,0,0,,84,863,node863
40,98,0,0,100,0,0,0,6,0,0,0,,82,864,node864
40,97,0,0,100,0,0,0,14,0,0,0,,82,865,node865
40,89,0,0,100,0,0,0,62,0,0,0,,82,866,node866
40,98,0,0,100,0,0,0,58,0,0,0,,81,867,node867
40,95,4,0,80,0,0,0,0,12,0,4,0,82,868,node868
112,52,0,0,0,19,0,0,0,18,0,63,2,75,869,node869
40,82,0,24,66,0,0,0,0,3,0,7,0,77,870,node870
40,100,0,0,98,0,0,0,0,0,0,2,0,80,871,node871
40,97,0,0,100,0,0,0,0,0,0,0,,81,872,node872
40,99,0,0,100,0,0,0,85,0,0,0,,83,873,node873
122,45,0,0,1,22,0,0,0,10,0,67,2,81,874,node874
40,97,0,0,99,0,0,0,0,1,0,0,,78,875,node875
200,,,,,,,,,,,,,,876,node876
40,60,0,40,41,3,0,0,0,4,0,12,0,81,877,node877
40,97,0,0,99,0,0,0,20,0,0,1,0,82,878,node878
50,,0,66,34,0,0,0,0,0,0,0,,76,879,node879
40,97,0,0,100,0,0,0,0,0,0,0,,81,880,node880
40,92,0,0,96,0,0,0,0,4,0,0,,80,881,node881
40,98,0,0,100,0,0,0,0,0,0,0,,77,882,node882
126,32,9,0,0,37,0,0,47,31,0,23,0,87,883,node883
200,,,,,,,,,,,,,,884,node884
40,96,0,0,100,0,0,0,32,0,0,0,,82,885,node885
40,94,0,0,93,0,0,0,0,0,0,7,0,74,886,node886
40,98,0,0,98,0,0,0,72,0,0,2,0,81,887,node887
112,98,0,0,0,6,0,0,0,6,0,88,2,81,888,node888
50,,0,100,0,0,0,0,0,0,0,0,,81,889,node889
200,,,,,,,,,,,,,,890,node890
112,97,0,0,0,9,0,0,0,0,0,91,2,80,891,node891
50,,0,60,40,0,0,0,35,0,0,0,,88,892,node892
40,92,0,0,92,0,0,0,44,2,0,6,0,82,893,node893
200,,,,,,,,,,,,,,894,node894
50,,0,100,0,0,0,0,0,0,0,0,,78,895,node895
40,99,0,6,94,0,0,0,6,0,0,0,,81,896,node896
122,56,0,0,0,18,0,0,0,12,0,70,2,79,897,node897
200,,,,,,,,,,,,,,898,node898
40,95,0,0,100,0,0,0,51,0,0,0,,82,899,node899
200,,,,,,,,,,,,,,900,node900
50,,0,100,0,0,0,0,0,0,0,0,,72,901,node901
50,,0,94,6,0,0,0,0,0,0,0,,81,902,node902
40,99,0,6,91,1,0,0,27,0,0,2,0,77,903,node903
200,,,,,,,,,,,,,,904,node904
112,97,0,10,0,4,0,0,0,3,0,83,2,82,905,node905
126,34,0,0,20,22,0,0,0,9,0,49,0,77,906,node906
40,99,0,0,100,0,0,0,0,0,0,0,,81,907,node907
40,96,0,0,94,0,0,0,3,6,0,0,,82,908,node908
112,97,0,0,0,3,0,0,0,0,0,97,2,81,909,node909
200,,,,,,,,,,,,,,910,node910
112,96,0,0,0,11,0,0,0,7,0,82,2,76,911,node911
40,87,0,0,84,6,0,0,0,6,0,4,0,81,912,node912
40,95,0,0,100,0,0,0,0,0,0,0,,81,913,node913
200,,,,,,,,,,,,,,914,node914
40,98,0,0,99,0,0,0,0,0,0,1,0,82,915,node915
40,98,1,0,98,0,0,0,15,0,0,1,0,81,916,node916
200,,,,,,,,,,,,,,917,node917
112,98,0,0,0,3,0,0,0,0,0,97,2,77,918,node918
50,,0,82,10,5,0,0,0,0,0,3,0,80,919,node919
40,94,0,0,94,0,0,0,70,1,0,5,0,82,920,node920
50,,0,76,24,0,0,0,0,0,0,0,,81,921,node921
40,97,0,0,93,0,0,0,0,7,0,0,,81,922,node922
40,93,0,0,96,0,0,0,0,0,0,4,0,86,923,node923
40,94,0,0,92,0,0,0,0,3,0,5,0,87,924,node924
200,,,,,,,,,,,,,,925,node925
40,99,0,10,90,0,0,0,0,0,0,0,,80,926,node926
40,100,0,0,96,0,0,0,0,3,0,1,0,82,927,node927
