discrete_classification,discrete_classification-proba,bare-coverfraction,urban-coverfraction,crops-coverfraction,grass-coverfraction,moss-coverfraction,water-permanent-coverfraction,water-seasonal-coverfraction,shrub-coverfraction,snow-coverfraction,tree-coverfraction,forest_type,data-density-indicator,system:index,name
50,,0,100,0,0,0,0,0,0,0,0,,81,528,node528
200,,,,,,,,,,,,,,529,node529
50,,0,91,4,1,0,0,0,0,0,4,0,67,530,node530
40,62,3,0,53,24,0,0,0,6,0,14,0,81,531,node531
200,,,,,,,,,,,,,,532,node532
200,,,,,,,,,,,,,,533,node533
200,,,,,,,,,,,,,,534,node534
50,,0,77,0,0,0,0,0,0,0,23,0,70,535,node535
200,,,,,,,,,,,,,,536,node536
200,,,,,,,,,,,,,,537,node537
112,70,0,0,0,13,0,0,0,0,0,87,2,70,538,node538
200,,,,,,,,,,,,,,539,node539
112,99,0,0,0,7,0,0,0,0,0,93,2,70,540,node540
50,,0,100,0,0,0,0,0,0,0,0,,77,541,node541
200,,,,,,,,,,,,,,542,node542
50,,0,90,0,4,0,0,0,0,0,6,0,81,543,node543
200,,,,,,,,,,,,,,544,node544
126,34,7,0,27,24,0,0,0,15,0,27,0,70,545,node545
112,98,0,0,0,17,0,0,0,0,0,83,2,68,546,node546
200,,,,,,,,,,,,,,547,node547
50,,0,100,0,0,0,0,0,0,0,0,,70,548,node548
200,,,,,,,,,,,,,,549,node549
200,,,,,,,,,,,,,,550,node550
126,32,3,0,25,25,0,0,0,17,0,30,0,69,551,node551
200,,,,,,,,,,,,,,552,node552
200,,,,,,,,,,,,,,553,node553
112,96,0,0,0,0,0,0,0,0,0,100,2,73,554,node554
112,99,0,0,0,11,0,0,0,0,0,89,2,73,555,node555
122,39,3,0,14,29,0,0,0,9,0,45,2,72,556,node556
200,,,,,,,,,,,,,,557,node557
200,,,,,,,,,,,,,,558,node558
112,100,0,0,0,0,0,0,0,0,0,100,2,45,559,node559
200,,,,,,,,,,,,,,560,node560
112,100,0,0,0,3,0,0,0,0,0,97,2,44,561,node561
200,,,,,,,,,,,,,,562,node562
112,99,0,0,0,5,0,0,0,0,0,95,2,44,563,node563
200,,,,,,,,,,,,,,564,node564
200,,,,,,,,,,,,,,565,node565
80,,1,2,0,24,0,67,6,6,0,0,,81,566,node566
112,93,0,0,0,0,0,0,0,0,0,100,2,73,567,node567
112,98,0,0,0,6,0,0,0,0,0,94,2,75,568,node568
50,,0,100,0,0,0,0,0,0,0,0,,44,569,node569
112,98,0,0,0,4,0,0,0,8,0,88,2,70,570,node570
126,30,0,0,17,17,0,0,0,17,0,49,0,80,571,node571
40,32,0,49,16,16,0,0,0,2,0,17,0,69,572,node572
112,96,0,0,1,10,0,0,0,8,0,81,2,71,573,node573
200,,,,,,,,,,,,,,574,node574
200,,,,,,,,,,,,,,575,node575
112,99,0,0,0,8,0,0,0,0,0,92,2,70,576,node576
80,,0,0,0,0,0,100,0,0,0,0,,81,577,node577
112,100,0,0,0,4,0,0,0,0,0,96,2,75,578,node578
200,,,,,,,,,,,,,,579,node579
80,,0,0,0,1,0,99,1,0,0,0,,70,580,node580
112,64,0,0,0,14,0,0,0,8,0,78,2,60,581,node581
122,38,3,9,9,17,0,0,0,14,0,48,2,71,582,node582
200,,,,,,,,,,,,,,583,node583
200,,,,,,,,,,,,,,584,node584
200,,,,,,,,,,,,,,585,node585
112,61,0,0,0,14,0,0,0,8,0,78,2,36,586,node586
200,,,,,,,,,,,,,,587,node587
50,,0,82,1,4,0,0,0,0,0,13,0,81,588,node588
122,38,0,14,6,18,0,0,0,12,0,50,2,79,589,node589
200,,,,,,,,,,,,,,590,node590
112,96,0,0,0,7,0,0,0,0,0,93,2,68,591,node591
200,,,,,,,,,,,,,,592,node592
200,,,,,,,,,,,,,,593,node593
200,,,,,,,,,,,,,,594,node594
50,,0,100,0,0,0,0,0,0,0,0,,70,595,node595
200,,,,,,,,,,,,,,596,node596
200,,,,,,,,,,,,,,597,node597
50,,0,77,5,6,0,0,0,0,0,12,0,71,598,node598
116,69,0,0,0,16,0,0,0,2,0,82,0,70,599,node599
200,,,,,,,,,,,,,,600,node600
200,,,,,,,,,,,,,,601,node601
40,46,0,0,58,3,0,0,0,0,0,39,0,44,602,node602
50,,0,80,0,2,0,18,7,0,0,0,,74,603,node603
122,44,2,0,20,23,0,0,0,15,0,40,2,36,604,node604
200,,,,,,,,,,,,,,605,node605
112,98,0,0,0,0,0,0,0,0,0,100,2,71,606,node606
200,,,,,,,,,,,,,,607,node607
200,,,,,,,,,,,,,,608,node608
50,,0,100,0,0,0,0,0,0,0,0,,41,609,node609
126,34,0,0,46,8,0,0,0,8,0,38,0,62,610,node610
126,35,0,0,31,9,0,0,0,12,0,48,0,71,611,node611
50,,0,72,9,9,0,0,0,5,0,5,0,66,612,node612
126,31,4,36,6,15,0,0,0,8,0,31,0,61,613,node613
112,98,0,0,0,8,0,0,0,0,0,92,2,73,614,node614
112,99,0,0,0,14,0,0,0,0,0,86,2,69,615,node615
122,47,1,31,0,12,0,0,0,9,0,47,2,70,616,node616
200,,,,,,,,,,,,,,617,node617
112,99,0,0,0,0,0,0,0,0,0,100,2,44,618,node618
112,72,0,0,0,16,0,0,0,11,0,73,2,61,619,node619
112,69,2,0,0,12,0,0,0,17,0,69,2,68,620,node620
112,56,0,0,6,19,0,0,0,19,0,56,2,75,621,node621
200,,,,,,,,,,,,,,622,node622
200,,,,,,,,,,,,,,623,node623
200,,,,,,,,,,,,,,624,node624
112,99,0,0,0,0,0,0,0,0,0,100,2,71,625,node625
112,99,0,0,0,0,0,0,0,0,0,100,2,61,626,node626
200,,,,,,,,,,,,,,627,node627
112,99,0,0,0,5,0,0,0,0,0,95,2,70,628,node628
112,97,0,0,0,5,0,0,0,7,0,88,2,36,629,node629
200,,,,,,,,,,,,,,630,node630
30,28,20,13,16,33,0,0,0,14,0,4,0,81,631,node631
50,,0,88,0,4,0,0,0,0,0,8,0,61,632,node632
200,,,,,,,,,,,,,,633,node633
126,34,0,0,20,23,0,3,0,0,0,54,0,70,634,node634
112,99,0,0,0,8,0,0,0,9,0,83,2,44,635,node635
112,96,0,0,0,18,0,0,0,0,0,82,2,71,636,node636
50,,0,90,0,3,0,0,0,0,0,7,0,81,637,node637
50,,0,61,4,11,0,0,0,3,0,21,2,69,638,node638
200,,,,,,,,,,,,,,639,node639
50,,0,100,0,0,0,0,0,0,0,0,,75,640,node640
200,,,,,,,,,,,,,,641,node641
200,,,,,,,,,,,,,,642,node642
112,71,0,0,0,10,0,0,0,11,0,79,2,71,643,node643
112,99,0,0,0,11,0,0,0,0,0,89,2,69,644,node644
50,,0,76,0,3,0,0,0,0,0,21,2,61,645,node645
200,,,,,,,,,,,,,,646,node646
126,30,3,15,18,20,0,0,0,11,0,33,0,70,647,node647
112,99,1,0,0,25,0,0,0,0,0,74,2,74,648,node648
122,47,2,1,2,30,0,0,0,12,0,53,2,71,649,node649
200,,,,,,,,,,,,,,650,node650
50,,0,91,1,4,0,0,0,0,0,4,0,69,651,node651
200,,,,,,,,,,,,,,652,node652
50,,0,84,7,0,0,0,0,0,0,9,0,61,653,node653
126,40,0,0,17,19,0,0,0,16,0,48,0,69,654,node654
122,42,1,0,0,28,0,0,0,17,0,54,2,70,655,node655
200,,,,,,,,,,,,,,656,node656
200,,,,,,,,,,,,,,657,node657
200,,,,,,,,,,,,,,658,node658
200,,,,,,,,,,,,,,659,node659
200,,,,,,,,,,,,,,660,node660
112,63,2,0,0,20,0,0,0,0,0,78,2,77,661,node661
200,,,,,,,,,,,,,,662,node662
112,98,0,0,0,13,0,0,0,12,0,75,2,44,663,node663
200,,,,,,,,,,,,,,664,node664
112,98,0,0,0,10,0,0,0,0,0,90,2,78,665,node665
200,,,,,,,,,,,,,,666,node666
200,,,,,,,,,,,,,,667,node667
80,,0,0,0,0,0,100,0,0,0,0,,81,668,node668
112,93,0,0,0,7,0,0,0,0,0,93,2,43,669,node669
200,,,,,,,,,,,,,,670,node670
50,,0,96,0,0,0,0,0,0,0,4,0,69,671,node671
200,,,,,,,,,,,,,,672,node672
80,,0,0,0,0,0,100,0,0,0,0,,81,673,node673
200,,,,,,,,,,,,,,674,node674
200,,,,,,,,,,,,,,675,node675
200,,,,,,,,,,,,,,676,node676
112,99,0,0,0,0,0,0,0,0,0,100,2,70,677,node677
200,,,,,,,,,,,,,,678,node678
112,99,0,0,0,13,0,0,0,10,0,77,2,74,679,node679
200,,,,,,,,,,,,,,680,node680
112,93,0,1,0,0,0,0,0,0,0,99,2,74,681,node681
200,,,,,,,,,,,,,,682,node682
112,96,0,0,0,15,0,0,0,0,0,85,2,73,683,node683
200,,,,,,,,,,,,,,684,node684
112,65,2,0,0,23,0,0,0,21,0,54,2,71,685,node685
200,,,,,,,,,,,,,,686,node686
200,,,,,,,,,,,,,,687,node687
112,98,0,0,0,13,0,0,0,9,0,78,2,71,688,node688
50,,0,100,0,0,0,0,0,0,0,0,,72,689,node689
200,,,,,,,,,,,,,,690,node690
50,,0,68,0,0,0,26,3,0,0,6,0,34,691,node691
200,,,,,,,,,,,,,,692,node692
80,,0,0,0,12,0,88,0,0,0,0,,35,693,node693
112,96,0,0,0,0,0,0,0,0,0,100,2,67,694,node694
50,,0,92,0,0,0,0,0,0,0,8,0,71,695,node695
200,,,,,,,,,,,,,,696,node696
200,,,,,,,,,,,,,,697,node697
112,99,0,0,0,0,0,0,0,0,0,100,2,72,698,node698
112,83,3,0,0,10,0,0,0,0,0,87,2,73,699,node699
200,,,,,,,,,,,,,,700,node700
200,,,,,,,,,,,,,,701,node701
200,,,,,,,,,,,,,,702,node702
200,,,,,,,,,,,,,,703,node703
50,,0,64,2,6,0,0,0,0,0,28,2,70,704,node704
200,,,,,,,,,,,,,,705,node705
200,,,,,,,,,,,,,,706,node706
200,,,,,,,,,,,,,,707,node707
200,,,,,,,,,,,,,,708,node708
200,,,,,,,,,,,,,,709,node709
50,,0,75,0,0,0,0,0,0,0,25,2,70,710,node710
50,,0,91,7,2,0,0,0,0,0,0,,61,711,node711
200,,,,,,,,,,,,,,712,node712
112,88,0,0,0,18,0,0,0,0,0,82,2,82,713,node713
50,,0,93,7,0,0,0,0,0,0,0,,69,714,node714
50,,0,95,0,5,0,0,0,0,0,0,,80,715,node715
200,,,,,,,,,,,,,,716,node716
50,,0,100,0,0,0,0,0,0,0,0,,36,717,node717
112,97,0,0,0,8,0,0,0,6,0,86,2,61,718,node718
200,,,,,,,,,,,,,,719,node719
200,,,,,,,,,,,,,,720,node720
126,24,0,45,16,8,0,26,23,0,0,5,0,34,721,node721
200,,,,,,,,,,,,,,722,node722
200,,,,,,,,,,,,,,723,node723
200,,,,,,,,,,,,,,724,node724
200,,,,,,,,,,,,,,725,node725
200,,,,,,,,,,,,,,726,node726
200,,,,,,,,,,,,,,727,node727
126,33,0,0,16,30,0,0,0,21,0,33,0,71,728,node728
80,,4,0,0,0,0,96,3,0,0,0,,82,729,node729
50,,0,80,7,0,0,0,0,0,0,13,0,79,730,node730
200,,,,,,,,,,,,,,731,node731
200,,,,,,,,,,,,,,732,node732
200,,,,,,,,,,,,,,733,node733
200,,,,,,,,,,,,,,734,node734
80,,0,0,0,0,0,100,0,0,0,0,,34,735,node735
112,89,0,0,0,0,0,0,0,0,0,100,2,74,736,node736
112,99,0,0,0,0,0,0,0,0,0,100,2,68,737,node737
112,99,0,0,0,0,0,0,0,0,0,100,2,70,738,node738
200,,,,,,,,,,,,,,739,node739
200,,,,,,,,,,,,,,740,node740
200,,,,,,,,,,,,,,741,node741
112,99,0,0,0,3,0,0,0,0,0,97,2,44,742,node742
50,,0,100,0,0,0,0,0,0,0,0,,70,743,node743
200,,,,,,,,,,,,,,744,node744
126,33,2,0,19,27,0,0,0,16,0,36,0,77,745,node745
50,,0,100,0,0,0,0,0,0,0,0,,76,746,node746
200,,,,,,,,,,,,,,747,node747
200,,,,,,,,,,,,,,748,node748
200,,,,,,,,,,,,,,749,node749
200,,,,,,,,,,,,,,750,node750
200,,,,,,,,,,,,,,751,node751
200,,,,,,,,,,,,,,752,node752
200,,,,,,,,,,,,,,753,node753
200,,,,,,,,,,,,,,754,node754
200,,,,,,,,,,,,,,755,node755
112,68,0,0,0,9,0,0,0,9,0,82,2,61,756,node756
200,,,,,,,,,,,,,,757,node757
200,,,,,,,,,,,,,,758,node758
50,,0,94,0,0,0,0,0,0,0,6,0,72,759,node759
200,,,,,,,,,,,,,,760,node760
126,39,0,0,32,19,0,0,0,12,0,37,0,81,761,node761
200,,,,,,,,,,,,,,762,node762
200,,,,,,,,,,,,,,763,node763
116,56,0,0,14,10,0,0,0,10,0,66,0,44,764,node764
200,,,,,,,,,,,,,,765,node765
112,100,0,0,0,0,0,0,0,0,0,100,2,61,766,node766
200,,,,,,,,,,,,,,767,node767
200,,,,,,,,,,,,,,768,node768
80,,19,0,0,10,0,71,9,0,0,0,,82,769,node769
112,97,0,0,0,0,0,0,0,0,0,100,2,74,770,node770
112,99,0,0,0,7,0,0,0,0,0,93,2,71,771,node771
200,,,,,,,,,,,,,,772,node772
200,,,,,,,,,,,,,,773,node773
112,99,0,0,0,5,0,0,0,0,0,95,2,71,774,node774
112,97,0,0,0,14,0,0,0,1,0,85,2,71,775,node775
112,100,0,0,0,4,0,0,0,0,0,96,2,70,776,node776
50,,0,98,0,2,0,0,0,0,0,0,,86,777,node777
112,99,0,0,0,0,0,0,0,0,0,100,2,33,778,node778
50,,0,100,0,0,0,0,0,0,0,0,,76,779,node779
200,,,,,,,,,,,,,,780,node780
200,,,,,,,,,,,,,,781,node781
200,,,,,,,,,,,,,,782,node782
200,,,,,,,,,,,,,,783,node783
80,,0,0,0,0,0,100,0,0,0,0,,81,784,node784
50,,0,100,0,0,0,0,0,0,0,0,,80,785,node785
112,96,0,0,0,13,0,0,0,0,0,87,2,78,786,node786
200,,,,,,,,,,,,,,787,node787
126,37,3,0,18,22,0,0,0,13,0,44,0,35,788,node788
112,45,0,0,0,18,0,0,0,20,0,62,2,69,789,node789
112,80,0,0,0,13,0,0,0,10,0,77,2,71,790,node790
112,99,0,0,0,5,0,0,0,0,0,95,2,62,791,node791
122,40,0,0,10,15,0,0,0,8,0,67,2,81,792,node792
200,,,,,,,,,,,,,,793,node793
200,,,,,,,,,,,,,,794,node794
200,,,,,,,,,,,,,,795,node795
200,,,,,,,,,,,,,,796,node796
200,,,,,,,,,,,,,,797,node797
200,,,,,,,,,,,,,,798,node798
112,72,0,0,0,9,0,0,0,8,0,83,2,71,799,node799
200,,,,,,,,,,,,,,800,node800
200,,,,,,,,,,,,,,801,node801
112,100,0,0,0,0,0,0,0,0,0,100,2,70,802,node802
126,54,0,0,24,18,0,0,0,11,0,47,0,73,803,node803
50,,0,100,0,0,0,0,0,0,0,0,,69,804,node804
200,,,,,,,,,,,,,,805,node805
30,40,25,0,26,38,0,0,0,11,0,0,,71,806,node806
200,,,,,,,,,,,,,,807,node807
200,,,,,,,,,,,,,,808,node808
200,,,,,,,,,,,,,,809,node809
50,,0,100,0,0,0,0,0,0,0,0,,68,810,node810
50,,0,84,1,5,0,0,0,0,0,10,0,43,811,node811
112,99,0,2,0,11,0,0,0,0,0,87,2,62,812,node812
112,98,0,0,0,11,0,0,0,0,0,89,2,34,813,node813
200,,,,,,,,,,,,,,814,node814
200,,,,,,,,,,,,,,815,node815
126,38,0,0,28,18,0,0,0,17,0,37,0,70,816,node816
200,,,,,,,,,,,,,,817,node817
200,,,,,,,,,,,,,,818,node818
200,,,,,,,,,,,,,,819,node819
90,26,19,10,0,38,0,0,82,12,0,21,0,70,820,node820
200,,,,,,,,,,,,,,821,node821
200,,,,,,,,,,,,,,822,node822
112,97,0,0,0,9,0,0,0,0,0,91,2,69,823,node823
200,,,,,,,,,,,,,,824,node824
112,45,2,34,0,12,0,0,0,4,0,48,2,70,825,node825
200,,,,,,,,,,,,,,826,node826
126,36,0,0,0,22,0,0,0,16,0,62,0,74,827,node827
200,,,,,,,,,,,,,,828,node828
200,,,,,,,,,,,,,,829,node829
112,94,0,0,0,15,0,0,0,11,0,74,2,68,830,node830
200,,,,,,,,,,,,,,831,node831
116,91,0,0,0,21,0,0,0,21,0,58,0,71,832,node832
200,,,,,,,,,,,,,,833,node833
50,,0,97,0,0,0,0,0,0,0,3,0,70,834,node834
126,36,0,0,17,26,0,0,0,8,0,49,0,36,835,node835
200,,,,,,,,,,,,,,836,node836
112,97,0,0,0,9,0,0,0,14,0,77,2,70,837,node837
200,,,,,,,,,,,,,,838,node838
200,,,,,,,,,,,,,,839,node839
112,76,0,6,0,17,0,0,0,8,0,69,2,70,840,node840
200,,,,,,,,,,,,,,841,node841
80,,0,0,0,0,0,100,0,0,0,0,,82,842,node842
200,,,,,,,,,,,,,,843,node843
80,,12,4,0,21,0,62,0,1,0,0,,78,844,node844
126,45,3,18,10,21,0,0,0,10,0,38,0,69,845,node845
200,,,,,,,,,,,,,,846,node846
126,34,0,0,27,19,0,0,39,7,0,47,0,35,847,node847
200,,,,,,,,,,,,,,848,node848
50,,0,60,0,0,0,0,0,0,0,40,2,44,849,node849
50,,0,71,0,5,0,0,0,0,0,24,2,37,850,node850
200,,,,,,,,,,,,,,851,node851
200,,,,,,,,,,,,,,852,node852
112,46,0,0,0,17,0,0,0,18,0,65,2,70,853,node853
112,58,3,8,0,12,0,0,0,17,0,60,2,70,854,node854
50,,0,100,0,0,0,0,9,0,0,0,,71,855,node855
200,,,,,,,,,,,,,,856,node856
112,99,0,0,0,4,0,0,0,0,0,96,2,46,857,node857
200,,,,,,,,,,,,,,858,node858
200,,,,,,,,,,,,,,859,node859
200,,,,,,,,,,,,,,860,node860
40,74,0,0,75,10,0,0,0,7,0,8,0,77,861,node861
50,,0,100,0,0,0,0,0,0,0,0,,69,862,node862
200,,,,,,,,,,,,,,863,node863
112,97,0,0,0,11,0,0,0,0,0,89,2,71,864,node864
50,,0,71,0,6,0,0,0,0,0,23,0,68,865,node865
200,,,,,,,,,,,,,,866,node866
200,,,,,,,,,,,,,,867,node867
200,,,,,,,,,,,,,,868,node868
50,,0,100,0,0,0,0,0,0,0,0,,73,869,node869
112,84,0,0,0,11,0,0,0,14,0,75,2,75,870,node870
50,,0,83,9,3,0,0,0,0,0,5,0,69,871,node871
112,96,0,0,0,9,0,0,0,0,0,91,2,62,872,node872
50,,0,79,4,0,0,0,0,2,0,15,0,61,873,node873
112,44,4,3,0,17,0,0,0,14,0,62,2,60,874,node874
112,47,0,0,0,18,0,0,0,19,0,63,2,70,875,node875
112,54,0,0,0,18,0,0,0,17,0,65,2,68,876,node876
112,42,0,0,12,10,0,0,0,16,0,62,2,70,877,node877
112,42,0,6,0,18,0,0,0,18,0,58,2,62,878,node878
122,53,0,30,3,8,0,0,0,8,0,51,2,70,879,node879
126,32,5,1,18,22,0,0,0,15,0,39,0,36,880,node880
112,41,3,0,6,26,0,0,0,14,0,51,2,66,881,node881
116,43,2,0,5,26,0,0,0,20,0,47,0,74,882,node882
116,46,0,0,7,21,0,0,0,12,0,60,0,70,883,node883
112,81,0,0,0,0,0,0,0,0,0,100,2,74,884,node884
112,94,0,0,0,11,0,0,0,8,0,81,2,69,885,node885
112,97,2,0,0,18,0,0,0,0,0,80,2,76,886,node886
112,98,0,0,0,14,0,0,0,0,0,86,2,70,887,node887
112,99,0,0,0,0,0,0,0,0,0,100,2,75,888,node888
112,75,0,0,0,14,0,0,0,1,0,85,2,75,889,node889
112,99,0,0,0,0,0,0,0,0,0,100,2,66,890,node890
112,96,0,0,0,9,0,0,0,0,0,91,2,76,891,node891
112,70,3,0,0,15,0,0,0,0,0,82,2,74,892,node892
112,99,0,0,0,0,0,0,0,0,0,100,2,71,893,node893
112,98,0,0,0,0,0,0,0,1,0,99,2,75,894,node894
112,99,0,0,0,0,0,0,0,0,0,100,2,74,895,node895
112,98,0,0,0,0,0,0,0,0,0,100,2,61,896,node896
200,,,,,,,,,,,,,,897,node897
112,98,0,0,0,0,0,0,0,0,0,100,2,62,898,node898
200,,,,,,,,,,,,,,899,node899
200,,,,,,,,,,,,,,900,node900
200,,,,,,,,,,,,,,901,node901
50,,0,67,0,0,0,0,0,0,0,33,2,60,902,node902
50,,0,71,6,9,0,0,0,0,0,14,0,81,903,node903
116,75,0,0,0,16,0,0,0,0,0,84,0,61,904,node904
200,,,,,,,,,,,,,,905,node905
200,,,,,,,,,,,,,,906,node906
200,,,,,,,,,,,,,,907,node907
40,42,2,0,39,25,0,0,0,16,0,18,0,81,908,node908
126,36,0,0,20,21,0,0,0,18,0,41,0,80,909,node909
200,,,,,,,,,,,,,,910,node910
50,,0,81,0,6,0,0,0,1,0,12,0,81,911,node911
116,51,0,0,0,22,0,0,0,9,0,69,0,70,912,node912
112,96,0,0,0,10,0,0,0,0,0,90,2,74,913,node913
112,66,0,6,0,10,0,0,0,11,0,73,2,74,914,node914
40,20,6,0,21,24,0,44,24,2,0,3,0,75,915,node915
50,,0,100,0,0,0,0,0,0,0,0,,79,916,node916
126,42,2,50,16,11,0,0,16,6,0,15,0,75,917,node917
126,36,0,50,3,11,0,0,0,5,0,31,0,78,918,node918
112,98,0,0,0,11,0,0,0,0,0,89,2,71,919,node919
112,99,0,0,0,0,0,0,0,0,0,100,2,45,920,node920
112,99,0,0,0,10,0,0,0,2,0,88,2,71,921,node921
126,40,5,0,24,14,0,0,0,20,0,37,0,74,922,node922
50,,0,87,0,0,0,0,0,0,0,13,0,70,923,node923
50,,0,78,0,12,0,0,0,2,0,8,0,44,924,node924
112,42,0,25,0,7,0,0,0,11,0,57,2,69,925,node925
112,100,0,0,0,0,0,0,0,0,0,100,2,63,926,node926
112,43,0,0,5,18,0,0,0,9,0,68,2,62,927,node927
112,42,4,0,1,18,0,0,0,17,0,60,2,70,928,node928
112,100,0,0,0,0,0,0,0,0,0,100,2,70,929,node929
112,85,3,0,0,12,0,0,0,0,0,85,2,71,930,node930
112,54,2,12,0,12,0,0,0,13,0,61,2,69,931,node931
122,49,2,26,0,18,0,0,0,7,0,47,2,71,932,node932
112,70,4,0,0,15,0,0,0,10,0,71,2,71,933,node933
112,96,0,0,0,13,0,0,0,2,0,85,2,70,934,node934
122,47,2,0,13,24,0,0,0,14,0,47,2,44,935,node935
112,94,0,0,2,19,0,0,0,9,0,70,2,61,936,node936
122,56,0,52,12,5,0,0,0,4,0,27,2,73,937,node937
112,94,0,0,0,16,0,0,0,9,0,75,2,74,938,node938
112,99,0,0,0,15,0,0,0,0,0,85,2,74,939,node939
122,38,0,0,15,26,0,0,0,16,0,43,2,74,940,node940
112,100,0,0,0,4,0,0,0,0,0,96,2,71,941,node941
112,98,0,0,0,9,0,0,0,10,0,81,2,36,942,node942
112,71,3,0,0,18,0,0,0,7,0,72,2,70,943,node943
50,,0,100,0,0,0,0,0,0,0,0,,74,944,node944
50,,0,86,1,9,0,0,0,2,0,2,0,71,945,node945
50,,0,97,0,2,0,0,0,0,0,1,0,63,946,node946
50,,0,94,0,5,0,0,0,0,0,1,0,37,947,node947
50,,0,97,0,3,0,0,0,0,0,0,,75,948,node948
126,42,0,55,2,14,0,0,0,8,0,21,0,74,949,node949
50,,0,97,0,3,0,0,0,0,0,0,,75,950,node950
50,,0,75,0,8,0,0,0,2,0,15,0,72,951,node951
112,49,3,0,0,17,0,0,0,18,0,62,2,75,952,node952
126,38,1,0,6,27,0,0,0,17,0,49,0,80,953,node953
40,99,0,0,96,0,0,0,0,2,0,2,0,45,954,node954
40,79,0,4,84,4,0,0,0,0,0,8,0,76,955,node955
112,54,0,40,0,5,0,0,0,3,0,52,2,75,956,node956
122,44,6,0,15,21,0,0,0,10,0,48,2,76,957,node957
112,98,0,0,0,5,0,0,0,6,0,89,2,79,958,node958
40,74,0,0,87,0,0,0,0,0,0,13,0,71,959,node959
126,57,0,14,20,15,0,0,0,11,0,40,0,47,960,node960
50,,0,100,0,0,0,0,0,0,0,0,,76,961,node961
112,82,0,0,0,9,0,0,0,8,0,83,2,76,962,node962
40,36,0,58,14,10,0,0,0,7,0,11,0,76,963,node963
40,64,0,0,67,0,0,0,0,0,0,33,0,47,964,node964
112,96,0,0,0,9,0,0,0,8,0,83,2,76,965,node965
50,,1,78,5,8,0,0,0,4,0,4,0,76,966,node966
122,51,0,49,4,11,0,0,0,2,0,34,2,76,967,node967
126,35,0,0,23,17,0,0,0,13,0,47,0,67,968,node968
112,99,0,0,0,7,0,0,0,0,0,93,2,74,969,node969
122,39,6,0,0,25,0,0,0,12,0,57,2,76,970,node970
112,72,0,30,0,7,0,0,0,3,0,60,2,76,971,node971
112,98,0,0,0,7,0,0,0,12,0,81,2,74,972,node972
40,90,0,0,92,0,0,0,0,0,0,8,0,71,973,node973
112,62,0,0,0,18,0,0,0,1,0,81,2,75,974,node974
116,93,0,0,0,19,0,0,0,12,0,69,0,80,975,node975
112,98,0,0,0,3,0,0,0,0,0,97,2,75,976,node976
126,23,8,0,23,28,0,0,0,17,0,24,0,64,977,node977
112,96,0,0,0,8,0,0,0,1,0,91,2,75,978,node978
126,35,11,0,23,24,0,0,0,11,0,31,0,67,979,node979
112,100,0,0,0,0,0,0,0,0,0,100,2,75,980,node980
112,98,0,0,0,12,0,0,0,6,0,82,2,72,981,node981
112,90,0,0,0,6,0,0,0,1,0,93,2,75,982,node982
112,99,0,0,0,3,0,0,0,0,0,97,2,64,983,node983
40,35,3,0,32,24,0,0,0,15,0,26,0,74,984,node984
112,99,0,0,0,3,0,0,0,0,0,97,2,64,985,node985
112,97,0,0,0,8,0,0,0,10,0,82,2,76,986,node986
50,,0,87,1,9,0,0,0,0,0,3,0,76,987,node987
116,41,0,0,21,12,0,0,0,16,0,51,0,71,988,node988
112,99,0,0,0,8,0,0,0,0,0,92,2,76,989,node989
112,99,2,0,0,13,0,0,0,0,0,85,2,75,990,node990
50,,0,91,0,2,0,0,0,0,0,7,0,63,991,node991
112,90,0,5,0,15,0,0,0,9,0,71,2,67,992,node992
112,63,2,0,0,12,0,0,0,10,0,76,2,76,993,node993
126,35,3,39,8,14,0,0,0,6,0,30,0,76,994,node994
122,50,3,0,18,16,0,0,0,7,0,56,2,72,995,node995
112,99,0,0,0,15,0,0,0,0,0,85,2,74,996,node996
112,99,0,0,0,6,0,0,0,0,0,94,2,76,997,node997
40,58,0,0,63,16,0,0,0,15,0,6,0,64,998,node998
112,100,0,0,0,6,0,0,0,0,0,94,2,70,999,node999
112,100,0,0,0,0,0,0,0,0,0,100,2,76,1000,node1000
112,82,0,0,0,9,0,0,0,0,0,91,2,75,1001,node1001
112,42,3,0,6,25,0,0,0,24,0,42,2,72,1002,node1002
112,97,0,0,0,6,0,0,0,0,0,94,2,75,1003,node1003
112,99,0,0,0,4,0,0,0,4,0,92,2,75,1004,node1004
112,98,0,0,0,11,0,0,0,0,0,89,2,75,1005,node1005
122,45,2,1,0,24,0,0,0,15,0,58,2,76,1006,node1006
112,99,0,0,0,0,0,0,0,0,0,100,2,80,1007,node1007
40,72,0,0,79,3,0,0,0,3,0,15,0,75,1008,node1008
126,25,0,0,25,19,0,0,0,8,0,48,0,70,1009,node1009
40,34,3,0,22,14,0,44,0,4,0,13,0,73,1010,node1010
50,,0,94,0,4,0,0,0,0,0,2,0,81,1011,node1011
50,,0,97,0,3,0,0,0,0,0,0,,81,1012,node1012
200,,,,,,,,,,,,,,1013,node1013
50,,0,99,0,1,0,0,0,0,0,0,,82,1014,node1014
126,28,5,0,14,23,0,0,0,18,0,40,0,82,1015,node1015
50,,0,74,0,0,0,26,0,0,0,0,,82,1016,node1016
50,,0,98,0,0,0,2,0,0,0,0,,82,1017,node1017
50,,0,98,0,0,0,2,0,0,0,0,,82,1018,node1018
50,,0,98,0,0,0,2,0,0,0,0,,82,1019,node1019
