latitude,longitude,region,state,postcode,geometry
6.384317642,100.3279033,Kangar,Perlis,1512,POINT (100.327903323991 6.384317641776286)
6.526277144,100.3142176,Kangar,Perlis,1514,POINT (100.31421758541482 6.52627714415198)
6.371364773,100.1437817,Kangar,Perlis,1514,POINT (100.1437817477266 6.371364773181034)
6.577403102,100.2484246,Kangar,Perlis,1514,POINT (100.2484245933573 6.577403101569428)
6.348522138,100.3116559,Kangar,Perlis,1514,POINT (100.3116559216732 6.3485221382731085)
6.362803352,100.3418427,Kangar,Perlis,1514,POINT (100.34184268966764 6.362803352157497)
6.361115673,100.0581082,Kangar,Perlis,1514,POINT (100.05810823158876 6.361115673131059)
6.360699738,100.2197136,Kangar,Perlis,1514,POINT (100.21971357672096 6.360699738058832)
6.364388818,100.3073846,Kangar,Perlis,1514,POINT (100.30738460541576 6.364388818160217)
6.285999784,100.3416606,Kangar,Perlis,1516,POINT (100.34166061661703 6.285999783787589)
6.530164275,100.2425332,Kangar,Perlis,1516,POINT (100.24253323369707 6.530164274955676)
6.515957565,100.0405437,Kangar,Perlis,1516,POINT (100.04054367287462 6.515957565033965)
6.418335892,100.0626812,Kangar,Perlis,1516,POINT (100.06268117169908 6.418335891867792)
6.420573749,100.3261676,Kangar,Perlis,1516,POINT (100.32616757895038 6.420573748942263)
6.456430017,100.2611767,Kangar,Perlis,1516,POINT (100.2611767162734 6.456430016514632)
6.577289801,100.2425379,Kangar,Perlis,1516,POINT (100.24253787078018 6.577289800614788)
6.306193322,100.2585057,Kangar,Perlis,1516,POINT (100.25850568589804 6.306193322146392)
6.529115588,100.1494149,Kangar,Perlis,1517,POINT (100.14941490471102 6.529115587521267)
6.353026712,100.153994,Kangar,Perlis,1517,POINT (100.15399400213266 6.35302671154558)
6.452956252,100.1631015,Kangar,Perlis,1517,POINT (100.16310151599008 6.4529562520345465)
6.349852477,100.2641031,Kangar,Perlis,1517,POINT (100.26410307876608 6.3498524769734885)
6.560755219,100.2431665,Kangar,Perlis,1517,POINT (100.24316651342323 6.560755219097077)
6.516447925,100.209793,Kangar,Perlis,1517,POINT (100.20979302075334 6.516447924969489)
6.335012208,100.0361165,Kangar,Perlis,1517,POINT (100.0361164658083 6.335012207765232)
6.395372251,100.1187422,Kangar,Perlis,1517,POINT (100.11874219672116 6.395372251338027)
6.306672056,100.1576494,Kangar,Perlis,1518,POINT (100.15764935280116 6.306672056220809)
6.45123858,100.1719736,Kangar,Perlis,1518,POINT (100.1719735506884 6.4512385801628565)
6.548717541,100.2189952,Kangar,Perlis,1518,POINT (100.21899517354524 6.548717541348255)
6.541182834,100.1632994,Kangar,Perlis,1518,POINT (100.16329938103456 6.541182833780128)
6.411717156,100.1833526,Kangar,Perlis,1518,POINT (100.18335261229846 6.411717155632351)
6.570578806,100.1234325,Kangar,Perlis,1518,POINT (100.12343254473832 6.570578806012491)
6.356446528,100.2128363,Kangar,Perlis,1518,POINT (100.21283633965449 6.356446527831998)
6.40125168,100.0602503,Kangar,Perlis,1518,POINT (100.0602503064496 6.401251679880826)
6.596607457,100.3053302,Kangar,Perlis,1524,POINT (100.30533016749524 6.596607456981109)
6.342904857,100.3268436,Kangar,Perlis,1524,POINT (100.3268436200434 6.342904857080439)
6.595043889,100.0618609,Kangar,Perlis,1524,POINT (100.06186088139243 6.595043888944262)
6.479932283,100.2474979,Kangar,Perlis,1524,POINT (100.24749789227585 6.479932282538183)
6.328271922,100.1082272,Kangar,Perlis,1524,POINT (100.1082272226556 6.328271921533846)
6.493610802,100.1052805,Kangar,Perlis,1524,POINT (100.10528050555313 6.493610802098283)
6.330460357,100.2451479,Kangar,Perlis,1524,POINT (100.2451478820501 6.330460357204659)
6.594753285,100.1836517,Kangar,Perlis,1524,POINT (100.18365165611102 6.5947532854481)
6.313793046,100.2703965,Kangar,Perlis,1529,POINT (100.27039645712676 6.313793045687425)
6.484467151,100.3421348,Kangar,Perlis,1529,POINT (100.34213481692906 6.484467151229446)
6.522363916,100.0846888,Kangar,Perlis,1529,POINT (100.0846887844464 6.522363915808648)
6.374542249,100.1670794,Kangar,Perlis,1529,POINT (100.1670793792146 6.374542249076856)
6.418372804,100.3239574,Kangar,Perlis,1529,POINT (100.32395741124093 6.418372803814641)
6.52184873,100.2491273,Kangar,Perlis,1529,POINT (100.24912727643384 6.521848730177698)
6.356358258,100.2909244,Kangar,Perlis,1529,POINT (100.29092438856276 6.356358258494486)
6.388217233,100.1858361,Kangar,Perlis,1529,POINT (100.1858361211856 6.388217233455249)
6.414197883,100.084422,Kangar,Perlis,1532,POINT (100.08442204166332 6.4141978829123785)
6.470866846,100.1056115,Kangar,Perlis,1532,POINT (100.10561148806342 6.4708668457331004)
6.521876829,100.1671474,Kangar,Perlis,1532,POINT (100.16714735471068 6.521876829332477)
6.390407448,100.3351448,Kangar,Perlis,1532,POINT (100.33514475007036 6.3904074482324456)
6.356712559,100.3292487,Kangar,Perlis,1532,POINT (100.32924867230744 6.356712559043454)
6.358686383,100.1652456,Kangar,Perlis,1532,POINT (100.16524556255352 6.35868638250027)
6.443876539,100.1329692,Kangar,Perlis,1532,POINT (100.13296915478767 6.4438765389254815)
6.463650134,100.1748438,Kangar,Perlis,1532,POINT (100.17484380543677 6.46365013354235)
6.379690022,100.0991902,Kangar,Perlis,1538,POINT (100.09919018155648 6.379690022416355)
6.428979589,100.3230088,Kangar,Perlis,1538,POINT (100.32300876987964 6.428979588513149)
6.377757954,100.039437,Kangar,Perlis,1538,POINT (100.03943700483428 6.377757953876509)
6.331850237,100.3311341,Kangar,Perlis,1538,POINT (100.33113408631574 6.331850236794657)
6.367612527,100.2250846,Kangar,Perlis,1538,POINT (100.22508458876564 6.367612526674915)
6.352966645,100.1771863,Kangar,Perlis,1538,POINT (100.17718628501822 6.352966645075612)
6.405497002,100.3268086,Kangar,Perlis,1538,POINT (100.32680863045424 6.405497001799965)
6.358143026,100.0990842,Kangar,Perlis,1538,POINT (100.09908416198697 6.35814302607721)
6.373628017,100.1629063,Kangar,Perlis,1540,POINT (100.16290629936697 6.373628016791147)
6.448303344,100.2293789,Kangar,Perlis,1540,POINT (100.22937886990118 6.448303344275485)
6.487778516,100.1658562,Kangar,Perlis,1540,POINT (100.16585624237676 6.4877785161794455)
6.499009593,100.3532347,Kangar,Perlis,1540,POINT (100.35323467498311 6.49900959261778)
6.302458639,100.3304505,Kangar,Perlis,1540,POINT (100.33045053320424 6.3024586394927145)
6.304605171,100.1295939,Kangar,Perlis,1540,POINT (100.12959394489798 6.304605170928659)
6.520684865,100.1265128,Kangar,Perlis,1540,POINT (100.1265128350714 6.520684864578665)
6.387655375,100.3251848,Kangar,Perlis,1540,POINT (100.32518475200344 6.387655375376384)
6.443417583,100.1657315,Kangar,Perlis,1546,POINT (100.16573148309122 6.443417582700442)
6.490273265,100.1134998,Kangar,Perlis,1546,POINT (100.11349983920054 6.49027326527984)
6.344813549,100.2931481,Kangar,Perlis,1546,POINT (100.2931481345717 6.344813549393323)
6.485355349,100.3097282,Kangar,Perlis,1546,POINT (100.30972819175165 6.485355348622307)
6.575858839,100.1981528,Kangar,Perlis,1546,POINT (100.19815279198085 6.575858838599826)
6.537833448,100.0892393,Kangar,Perlis,1546,POINT (100.08923929822814 6.537833447618027)
6.296220529,100.0461172,Kangar,Perlis,1546,POINT (100.04611723754525 6.296220529460569)
6.592306972,100.2914235,Kangar,Perlis,1546,POINT (100.29142346264544 6.592306971580521)
6.401649044,100.1111498,Kangar,Perlis,1550,POINT (100.11114982856483 6.401649044287344)
6.576203694,100.1900093,Kangar,Perlis,1550,POINT (100.19000932400093 6.576203694411172)
6.575272851,100.1452917,Kangar,Perlis,1550,POINT (100.14529172289524 6.575272851000202)
6.573417374,100.1643259,Kangar,Perlis,1550,POINT (100.16432586723444 6.573417374388591)
6.433902,100.3263259,Kangar,Perlis,1550,POINT (100.32632593422392 6.433902000080685)
6.555687312,100.194539,Kangar,Perlis,1550,POINT (100.19453903115516 6.55568731227361)
6.34097114,100.2438012,Kangar,Perlis,1550,POINT (100.2438012351734 6.340971140476007)
6.492053613,100.1094589,Kangar,Perlis,1550,POINT (100.10945890980274 6.492053612994265)
6.292030799,100.3139836,Kangar,Perlis,1551,POINT (100.31398364323134 6.292030798533165)
6.359615097,100.181752,Kangar,Perlis,1551,POINT (100.181752047264 6.359615096515957)
6.485939202,100.280043,Kangar,Perlis,1551,POINT (100.28004301966048 6.48593920215379)
6.31676987,100.2197819,Kangar,Perlis,1551,POINT (100.21978191000912 6.316769869607278)
6.520512612,100.2300105,Kangar,Perlis,1551,POINT (100.23001051623277 6.520512612275263)
6.457508215,100.3541365,Kangar,Perlis,1551,POINT (100.35413645219612 6.457508215075401)
6.35823441,100.1459169,Kangar,Perlis,1551,POINT (100.1459169048814 6.358234410010355)
6.442623003,100.2378887,Kangar,Perlis,1551,POINT (100.23788872115868 6.44262300273487)
6.419687747,100.284334,Kangar,Perlis,1556,POINT (100.28433398620808 6.419687747461788)
6.281070626,100.1698484,Kangar,Perlis,1556,POINT (100.16984842904134 6.2810706263897575)
6.422249028,100.1048797,Kangar,Perlis,1556,POINT (100.10487966538037 6.422249028055504)
6.348373196,100.1368144,Kangar,Perlis,1556,POINT (100.1368143816352 6.348373196287897)
6.430336047,100.3328004,Kangar,Perlis,1556,POINT (100.33280036829235 6.4303360465435)
6.327904721,100.3144692,Kangar,Perlis,1556,POINT (100.314469188029 6.327904720730959)
6.291703577,100.0854026,Kangar,Perlis,1556,POINT (100.08540261423704 6.291703576616948)
6.506113009,100.2847956,Kangar,Perlis,1556,POINT (100.2847956478702 6.506113008907198)
6.580318742,100.3441542,Kangar,Perlis,1560,POINT (100.34415423996084 6.580318742087915)
6.301341774,100.0512544,Kangar,Perlis,1560,POINT (100.05125441933689 6.301341774068652)
6.299493763,100.0743902,Kangar,Perlis,1560,POINT (100.07439016774408 6.299493762816728)
6.452122588,100.1282627,Kangar,Perlis,1560,POINT (100.1282627280411 6.45212258782146)
6.310514446,100.2462548,Kangar,Perlis,1560,POINT (100.24625477431304 6.310514446081881)
6.582704487,100.1012056,Kangar,Perlis,1560,POINT (100.10120562952532 6.582704486781324)
6.574416341,100.3237177,Kangar,Perlis,1560,POINT (100.32371765086508 6.574416341171298)
6.51488552,100.0627228,Kangar,Perlis,1560,POINT (100.06272276128423 6.514885519502799)
6.555330655,100.0968616,Kangar,Perlis,1564,POINT (100.09686157044337 6.55533065534072)
6.488132552,100.1127569,Kangar,Perlis,1564,POINT (100.11275688462852 6.48813255230212)
6.338571251,100.0607459,Kangar,Perlis,1564,POINT (100.06074592092752 6.338571250745341)
6.421246121,100.0559527,Kangar,Perlis,1564,POINT (100.05595270137346 6.421246121388981)
6.485414297,100.3361548,Kangar,Perlis,1564,POINT (100.33615481336209 6.485414296977552)
6.54722152,100.0904931,Kangar,Perlis,1564,POINT (100.09049312756024 6.547221520390076)
6.377074483,100.0705702,Kangar,Perlis,1564,POINT (100.07057016528395 6.377074483252262)
6.596076014,100.1002941,Kangar,Perlis,1564,POINT (100.10029411477736 6.596076014437984)
6.529841119,100.118596,Kangar,Perlis,1570,POINT (100.11859599280288 6.529841119445322)
6.369813693,100.1942995,Kangar,Perlis,1570,POINT (100.19429951153744 6.369813692505337)
6.429292191,100.260442,Kangar,Perlis,1570,POINT (100.2604420451186 6.429292190821069)
6.456916558,100.3060416,Kangar,Perlis,1570,POINT (100.30604163537208 6.456916557620234)
6.459650197,100.2267175,Kangar,Perlis,1570,POINT (100.22671748561088 6.459650197283547)
6.493133919,100.0488519,Kangar,Perlis,1570,POINT (100.0488519151742 6.493133919297771)
6.329395222,100.0773833,Kangar,Perlis,1570,POINT (100.0773833220948 6.329395221561501)
6.384521543,100.1063858,Kangar,Perlis,1570,POINT (100.10638576831164 6.384521542672977)
6.528300988,100.2748854,Kangar,Perlis,1572,POINT (100.2748854100384 6.528300988445815)
6.517479056,100.0687393,Kangar,Perlis,1572,POINT (100.06873929002806 6.51747905558217)
6.506687241,100.0524704,Kangar,Perlis,1572,POINT (100.05247035550867 6.506687241123203)
6.38623779,100.1039046,Kangar,Perlis,1572,POINT (100.10390464254164 6.386237790014707)
6.401250445,100.3509518,Kangar,Perlis,1572,POINT (100.35095181061884 6.401250445104416)
6.523464661,100.3230234,Kangar,Perlis,1572,POINT (100.32302341585576 6.523464661021262)
6.313483432,100.2384471,Kangar,Perlis,1572,POINT (100.23844711398596 6.313483431978306)
6.356251358,100.0985442,Kangar,Perlis,1572,POINT (100.098544173625 6.3562513578489535)
6.373691771,100.1621901,Kangar,Perlis,1576,POINT (100.16219014506753 6.373691771438014)
6.336490701,100.3241976,Kangar,Perlis,1576,POINT (100.32419760828463 6.336490701456545)
6.446878966,100.1488721,Kangar,Perlis,1576,POINT (100.14887206044396 6.446878966092786)
6.379738147,100.2010152,Kangar,Perlis,1576,POINT (100.20101518243534 6.37973814747772)
6.56286393,100.0793081,Kangar,Perlis,1576,POINT (100.07930812383309 6.562863930355847)
6.38643542,100.1545549,Kangar,Perlis,1576,POINT (100.15455486156384 6.386435420088218)
6.571300601,100.0429415,Kangar,Perlis,1576,POINT (100.04294150061014 6.571300600549645)
6.549450416,100.050687,Kangar,Perlis,1576,POINT (100.0506870159718 6.5494504159731175)
6.444357321,100.252043,Kangar,Perlis,1578,POINT (100.25204299839096 6.444357320508275)
6.338768251,100.2277994,Kangar,Perlis,1578,POINT (100.22779935928048 6.338768250724698)
6.283210216,100.0900932,Kangar,Perlis,1578,POINT (100.09009317630874 6.28321021581149)
6.396911612,100.1155248,Kangar,Perlis,1578,POINT (100.11552484129813 6.396911612167871)
6.405085161,100.1103228,Kangar,Perlis,1578,POINT (100.1103228270138 6.405085161364742)
6.347929072,100.0521905,Kangar,Perlis,1578,POINT (100.05219045309528 6.347929071785351)
6.463486444,100.0723806,Kangar,Perlis,1578,POINT (100.07238056359054 6.463486444396652)
6.413455257,100.0922577,Kangar,Perlis,1578,POINT (100.09225767828708 6.413455256698917)
6.550147477,100.3019853,Kangar,Perlis,1582,POINT (100.30198531823632 6.550147476930451)
6.547597965,100.2485808,Kangar,Perlis,1582,POINT (100.2485808266102 6.5475979645815245)
6.400949995,100.0629488,Kangar,Perlis,1582,POINT (100.06294879668611 6.400949994995302)
6.362465015,100.0885328,Kangar,Perlis,1582,POINT (100.08853276579892 6.362465015271496)
6.389018379,100.3050533,Kangar,Perlis,1582,POINT (100.3050533294046 6.389018379326527)
6.447367093,100.176554,Kangar,Perlis,1582,POINT (100.1765540113106 6.44736709271417)
6.577510641,100.0441647,Kangar,Perlis,1582,POINT (100.04416468614777 6.577510641365512)
6.369681126,100.0533644,Kangar,Perlis,1582,POINT (100.05336437589172 6.369681125960798)
6.457391889,100.0694395,Kangar,Perlis,1586,POINT (100.06943950974298 6.457391888646797)
6.364493818,100.2909219,Kangar,Perlis,1586,POINT (100.2909219243687 6.364493818408128)
6.465449421,100.2433247,Kangar,Perlis,1586,POINT (100.24332473884608 6.46544942102258)
6.335142514,100.3090753,Kangar,Perlis,1586,POINT (100.30907530850298 6.335142514115876)
6.292501268,100.1165164,Kangar,Perlis,1586,POINT (100.11651641030822 6.292501268490586)
6.504474288,100.3068263,Kangar,Perlis,1586,POINT (100.30682632772836 6.504474288099016)
6.478979802,100.0349525,Kangar,Perlis,1586,POINT (100.03495254511242 6.478979801566015)
6.471627666,100.2536188,Kangar,Perlis,1586,POINT (100.2536188046532 6.471627665903179)
6.441752399,100.2925015,Kangar,Perlis,1590,POINT (100.2925015473336 6.441752399378666)
6.462710901,100.3255598,Kangar,Perlis,1590,POINT (100.32555977689184 6.462710900633832)
6.532741992,100.2744304,Kangar,Perlis,1590,POINT (100.27443040852724 6.532741992479481)
6.441583385,100.2295568,Kangar,Perlis,1590,POINT (100.22955679586192 6.441583384932901)
6.49628713,100.1995965,Kangar,Perlis,1590,POINT (100.19959646951202 6.496287130383401)
6.506287095,100.1259627,Kangar,Perlis,1590,POINT (100.12596267527633 6.506287095282867)
6.509421981,100.2595788,Kangar,Perlis,1590,POINT (100.25957876580092 6.509421981183561)
6.510873757,100.1462491,Kangar,Perlis,1590,POINT (100.1462490809363 6.510873756683981)
6.365316985,100.0820259,Kangar,Perlis,1592,POINT (100.0820258911881 6.365316984767354)
6.366385285,100.2154632,Kangar,Perlis,1592,POINT (100.2154632063206 6.366385285362231)
6.325075669,100.2462812,Kangar,Perlis,1592,POINT (100.2462811986174 6.325075669087571)
6.416434612,100.1959958,Kangar,Perlis,1592,POINT (100.19599584375706 6.416434611627577)
6.392309108,100.1427311,Kangar,Perlis,1592,POINT (100.14273111443374 6.392309107707112)
6.591745032,100.0756784,Kangar,Perlis,1592,POINT (100.07567842173265 6.591745032400163)
6.336846638,100.2557064,Kangar,Perlis,1592,POINT (100.25570642857524 6.336846637965128)
6.338888785,100.265501,Kangar,Perlis,1592,POINT (100.26550100028275 6.338888784719161)
6.396902619,100.0977418,Kangar,Perlis,1594,POINT (100.09774178929776 6.396902619018012)
6.534044947,100.2583383,Kangar,Perlis,1594,POINT (100.25833831809996 6.5340449469304165)
6.36596377,100.1769044,Kangar,Perlis,1594,POINT (100.17690442882416 6.365963770040797)
6.484159628,100.3328233,Kangar,Perlis,1594,POINT (100.33282329160537 6.484159627951558)
6.314467942,100.3509736,Kangar,Perlis,1594,POINT (100.35097356758 6.314467941649808)
6.32214692,100.0646023,Kangar,Perlis,1594,POINT (100.0646022529072 6.322146919831451)
6.430721166,100.1915023,Kangar,Perlis,1594,POINT (100.19150232345314 6.430721166122544)
6.328217685,100.0646807,Kangar,Perlis,1594,POINT (100.0646807296304 6.328217685449386)
6.308657342,100.2323016,Kangar,Perlis,1596,POINT (100.23230161330764 6.30865734232246)
6.351906264,100.3444195,Kangar,Perlis,1596,POINT (100.34441949078573 6.35190626389164)
6.32747777,100.3328222,Kangar,Perlis,1596,POINT (100.33282222660505 6.327477770291102)
6.369294443,100.2244349,Kangar,Perlis,1596,POINT (100.22443494972958 6.369294443257474)
6.283346423,100.1084782,Kangar,Perlis,1596,POINT (100.1084781753592 6.283346423302281)
6.350006577,100.333974,Kangar,Perlis,1596,POINT (100.3339739912612 6.350006577349066)
6.396530353,100.0625912,Kangar,Perlis,1596,POINT (100.06259117823744 6.396530353434199)
6.478307344,100.0923223,Kangar,Perlis,1596,POINT (100.09232228849214 6.478307343781423)
6.303703684,100.3225154,Kangar,Perlis,1598,POINT (100.32251543881462 6.303703683664594)
6.52640925,100.3159944,Kangar,Perlis,1598,POINT (100.315994440493 6.526409249871604)
6.522404786,100.2680242,Kangar,Perlis,1598,POINT (100.26802416658528 6.522404786283109)
6.536679073,100.1961478,Kangar,Perlis,1598,POINT (100.1961477794339 6.53667907327237)
6.28664071,100.3275172,Kangar,Perlis,1598,POINT (100.32751720612704 6.28664070954196)
6.569066438,100.2062459,Kangar,Perlis,1598,POINT (100.20624592379788 6.569066437508262)
6.568330954,100.0678945,Kangar,Perlis,1598,POINT (100.06789453007369 6.568330953587018)
6.304219356,100.1210765,Kangar,Perlis,1598,POINT (100.1210765161652 6.304219355967612)
6.559616678,100.1075981,Kangar,Perlis,1600,POINT (100.1075980982 6.559616678108927)
6.487173099,100.1918312,Kangar,Perlis,1600,POINT (100.19183121154384 6.487173099424366)
6.568256193,100.226769,Kangar,Perlis,1600,POINT (100.2267690136108 6.568256193194084)
6.399805797,100.3472258,Kangar,Perlis,1600,POINT (100.34722575262792 6.399805797196869)
6.439992464,100.2852885,Kangar,Perlis,1600,POINT (100.28528848506816 6.4399924644832)
6.524801014,100.233403,Kangar,Perlis,1600,POINT (100.23340297070312 6.524801014497033)
6.395310162,100.2876143,Kangar,Perlis,1600,POINT (100.287614332173 6.395310161922932)
